,nick,contents,recomm,unrecomm,title,play,like,reple_count,episode
0,MXGC,아리 귀여운데 근데 뭔가  ..,7,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
1,22,아리야❤️,6,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
2,성공하자,아리공주가 황후한테 예쁨받을려고 아양 떠는것을보면 너무나도 귀엽고 예쁘다ㅎㅎ 아리공주한테심쿵해버렸소 내가 아리공주를 좋아하오내마음을 받아주오~~,14,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
3,러블리즈,장나라❤️오아린,6,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
4,유한마녀,아리공주는 천재였다.,16,1,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
5,유한마녀,ㄲㅌ까지 얘기하징...,13,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
6,유한마녀,오아린 천재,13,1,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
7,유한마녀,천채다.,7,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
8,라따뚜이,아맄ㅋㅋㅋ 친구들이랑 있을때도 저렇게 화낼거 같다,15,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
9,택,ㅋㅋ연기너무잘한다 아리공주,16,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
10,나방시러,할마마마가 남기신..! 더 얘기해줘ㅠㅠㅠㅠ,19,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
11,김수빈,으흫흥흥 어마마마 ㅋㅋㅋㅋㅋ아린공주 언니가 팬 됬어여 ㅎㅎ 잘커서 멋진 배우가 되길!,16,1,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
12,유누유누,애기 귀엽네~^^,19,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
13,goff****,아리공주는 유모를 왜이렇게 싫어하지?,39,1,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
14,김미선,아역 목소리가 뽁 꽂히네,26,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
15,수호맘,이제부터 앞으로 아리는 나이에 맞게 이쁘게 성장해가길~,27,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
16,에밀리,귀엽다,20,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
17,bdv1****,아리가 철이 없는지는 몰라도 사람 보는 눈은 있구만,38,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
18,삐삐삐삡,근데 아리공주가 저렇게 유모랑 황후한테 대하는거보면 참 보기그럼  어쨌든 유모가 자기수발들어주면서 키웠는데 저렇게 김칫국 그만마시라고하고 유모한테 꽃한번 그냥 주기가 그렇게 어려운건가..애가 연기도 잘하고 그래서그런가 유모입장에서 보면 더 얄밉네..,35,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
19,프락치,교육을 잘못받아서 안하무인 야심만 가득하지만 황후가 알고있고 바로잡아 주는 과정들도 이드라마의 큰 줄거리에 따로 붙어있는 소소하고 유익한 볼거리,31,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
20,MXGC,아리 귀여운데 근데 뭔가  ..,7,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
21,22,아리야❤️,6,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
22,성공하자,아리공주가 황후한테 예쁨받을려고 아양 떠는것을보면 너무나도 귀엽고 예쁘다ㅎㅎ 아리공주한테심쿵해버렸소 내가 아리공주를 좋아하오내마음을 받아주오~~,14,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
23,러블리즈,장나라❤️오아린,6,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
24,유한마녀,아리공주는 천재였다.,16,1,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
25,유한마녀,ㄲㅌ까지 얘기하징...,13,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
26,유한마녀,오아린 천재,13,1,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
27,유한마녀,천채다.,7,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
28,라따뚜이,아맄ㅋㅋㅋ 친구들이랑 있을때도 저렇게 화낼거 같다,15,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
29,택,ㅋㅋ연기너무잘한다 아리공주,16,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
30,나방시러,할마마마가 남기신..! 더 얘기해줘ㅠㅠㅠㅠ,19,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
31,김수빈,으흫흥흥 어마마마 ㅋㅋㅋㅋㅋ아린공주 언니가 팬 됬어여 ㅎㅎ 잘커서 멋진 배우가 되길!,16,1,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
32,유누유누,애기 귀엽네~^^,19,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
33,goff****,아리공주는 유모를 왜이렇게 싫어하지?,39,1,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
34,김미선,아역 목소리가 뽁 꽂히네,26,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
35,수호맘,이제부터 앞으로 아리는 나이에 맞게 이쁘게 성장해가길~,27,0,오아린 사로잡은 장나라의 애교 ‘진리의 뽁뽁이’,"재생수 319,496","1,849",170,15
