,nick,contents,recomm,unrecomm,title,play,like,reple_count,episode
0,은자매아임쏙다이어트,아닠ㅋ짐까지  싸오곸ㅋ 안 받아주면ㅋ오헬로 뭐가 됔ㅋ 그냥 좀 받아주짘ㅋ,7,0,"“어차피 며느리는 오라이” 스테파니 리, 분위기 바꾸는 깜짝 등장","재생수 249,938","1,859",195,21
1,정가은,오라이 중독된다,10,0,"“어차피 며느리는 오라이” 스테파니 리, 분위기 바꾸는 깜짝 등장","재생수 249,938","1,859",195,21
2,눈누난나,좀있으면 네이버tv 실트 다 황후의 품격으로 바뀔듯 ㅋㅋ,6,0,"“어차피 며느리는 오라이” 스테파니 리, 분위기 바꾸는 깜짝 등장","재생수 249,938","1,859",195,21
3,이렌,윤이 죽지마요ㅜㅜ,5,0,"“어차피 며느리는 오라이” 스테파니 리, 분위기 바꾸는 깜짝 등장","재생수 249,938","1,859",195,21
4,yunn****,개인적으로마수리 미스 캐스팅,1,23,"“어차피 며느리는 오라이” 스테파니 리, 분위기 바꾸는 깜짝 등장","재생수 249,938","1,859",195,21
5,마하나임,뉴트로지나~~~^?,9,0,"“어차피 며느리는 오라이” 스테파니 리, 분위기 바꾸는 깜짝 등장","재생수 249,938","1,859",195,21
6,현이찡,겹사돈 ㅋㅋㅋㅋㅋㅋ,15,0,"“어차피 며느리는 오라이” 스테파니 리, 분위기 바꾸는 깜짝 등장","재생수 249,938","1,859",195,21
7,요르다,딱봐도 서강희가 범인!,20,0,"“어차피 며느리는 오라이” 스테파니 리, 분위기 바꾸는 깜짝 등장","재생수 249,938","1,859",195,21
8,파츄리,이러다 사위도 오라이??,19,1,"“어차피 며느리는 오라이” 스테파니 리, 분위기 바꾸는 깜짝 등장","재생수 249,938","1,859",195,21
9,후늬,태후한테 이윤이 친이들 맞긴 하나보다. 왠지 맘에 안드는 며느리 질책하는 엄마같음.,32,0,"“어차피 며느리는 오라이” 스테파니 리, 분위기 바꾸는 깜짝 등장","재생수 249,938","1,859",195,21
